Date,GPSLat,GPSLon,GPSSpeed,RxRate,TxRate,DLBandwidth,ULBandwidth,MNC,MCC,CID,PCI,LTE_RSRP,LTE_RSRQ,NR_SSRSRP,NR_SSRSRQ,earfcn,PCI1,LTE_RSRP1,LTE_RSRQ1,earfcn1
04/30/23 23:17:25 ,24.91336874,121.089646,70.19,0,0,102400,51200,92,466,80239138,306,-98,-14,-88,-13,3050,428,-100,-18,3050,147,-103,-19,3050,381,-101,-19,3050,428,-103,-20,3400,306,-97,-14,3400,147,-98,-17,3400,381,-103,-18,3400,428,-100,-18,1750,306,-95,-17,1750,216,-100,-20,1750,95,-99,-18,1750,87,-100,-19,1750,7,-100,-20,1750,428,-102,-19,525,306,-99,-16,525,96,-102,-20,525,4,-100,-20,525
04/30/23 23:17:26 ,24.91393292,121.08997365,70.28,0,0,102400,51200,92,466,80239138,306,-98,-15,-89,-13,3050,290,-100,-18,3050,428,-101,-20,3050,298,-96,-16,3050,119,-100,-19,3050,428,-105,-20,3400,306,-99,-16,3400,223,-103,-20,3400,290,-103,-19,3400,298,-96,-15,3400,119,-107,-20,3400,428,-97,-20,1750,306,-92,-15,1750,216,-99,-20,1750,95,-94,-19,1750,87,-98,-20,1750,7,-98,-20,1750,290,-94,-18,1750,298,-86,-13,1750,428,-101,-20,525,306,-94,-14,525,298,-100,-19,525,4,-103,-20,525
04/30/23 23:17:28 ,24.91505273,121.09063793,70.53,0,0,102400,51200,92,466,80239138,306,-98,-15,-87,-13,3050,290,-100,-18,3050,428,-101,-20,3050,298,-96,-16,3050,119,-100,-19,3050,428,-105,-20,3400,306,-99,-16,3400,223,-103,-20,3400,290,-103,-19,3400,298,-96,-15,3400,119,-107,-20,3400,428,-97,-20,1750,306,-92,-15,1750,216,-99,-20,1750,95,-94,-19,1750,87,-98,-20,1750,7,-98,-20,1750,290,-94,-18,1750,298,-86,-13,1750,428,-101,-20,525,306,-94,-14,525,298,-100,-19,525,4,-103,-20,525
04/30/23 23:17:29 ,24.91505273,121.09063793,70.53,0,0,102400,51200,92,466,80239118,298,-94,-15,-87,-13,3050,290,-101,-19,3050,306,-99,-17,3050,428,-103,-20,3400,306,-99,-17,3400,119,-102,-19,3400,290,-99,-17,3400,298,-94,-15,3400,7,-100,-19,1750,306,-102,-20,1750,216,-103,-20,1750,298,-92,-11,1750,290,-100,-16,1750,290,-103,-16,525,306,-103,-16,525,298,-101,-16,525,4,-109,-20,525
04/30/23 23:17:31 ,24.91617362,121.09130094,70.67,0,0,102400,51200,92,466,80239118,298,-94,-15,-80,-11,3050,290,-101,-19,3050,306,-99,-17,3050,428,-103,-20,3400,306,-99,-17,3400,119,-102,-19,3400,290,-99,-17,3400,298,-94,-15,3400,7,-100,-19,1750,306,-102,-20,1750,216,-103,-20,1750,298,-92,-11,1750,290,-100,-16,1750,290,-103,-16,525,306,-103,-16,525,298,-101,-16,525,4,-109,-20,525
04/30/23 23:17:32 ,24.91730042,121.0919714,71.28,0,0,102400,51200,92,466,80239118,298,-96,-14,-80,-11,3050,290,-100,-18,3050,306,-103,-19,3050,119,-103,-18,3050,428,-104,-19,3400,306,-106,-19,3400,119,-106,-20,3400,290,-102,-16,3400,298,-99,-15,3400,381,-106,-19,3400,51,-106,-19,3400,7,-102,-18,1750,306,-101,-20,1750,290,-103,-19,1750,298,-93,-11,1750,290,-106,-17,525,306,-107,-19,525,298,-102,-14,525,119,-108,-20,525
04/30/23 23:17:34 ,24.917868,121.09230403,71.24,2348,28904,102400,51200,92,466,80239118,298,-96,-14,-,-,3050,290,-100,-18,3050,306,-103,-19,3050,119,-103,-18,3050,428,-104,-19,3400,306,-106,-19,3400,119,-106,-20,3400,290,-102,-16,3400,298,-99,-15,3400,381,-106,-19,3400,51,-106,-19,3400,7,-102,-18,1750,306,-101,-20,1750,290,-103,-19,1750,298,-93,-11,1750,290,-106,-17,525,306,-107,-19,525,298,-102,-14,525,119,-108,-20,525
04/30/23 23:17:36 ,24.91899829,121.09298463,71.42,7796,107808,102400,51200,92,466,81394210,119,-96,-13,-94,-15,3050,22,-105,-20,3050,381,-105,-19,3050,298,-104,-20,3050,51,-107,-20,3400,306,-105,-20,3400,119,-99,-13,3400,290,-107,-20,3400,298,-105,-20,3400,381,-104,-19,3400,10,-106,-20,3400,298,-98,-17,1750,306,-100,-20,1750,350,-99,-20,1750,119,-90,-13,1750,150,-100,-19,1750,290,-103,-19,525,306,-103,-20,525,298,-101,-20,525,119,-89,-12,525,96,-103,-20,525
04/30/23 23:17:37 ,24.91956211,121.09333028,71.42,5304,59536,102400,51200,92,466,81394210,119,-96,-13,-91,-16,3050,22,-105,-20,3050,381,-105,-19,3050,298,-104,-20,3050,51,-107,-20,3400,306,-105,-20,3400,119,-99,-13,3400,290,-107,-20,3400,298,-105,-20,3400,381,-104,-19,3400,10,-106,-20,3400,298,-98,-17,1750,306,-100,-20,1750,350,-99,-20,1750,119,-90,-13,1750,150,-100,-19,1750,290,-103,-19,525,306,-103,-20,525,298,-101,-20,525,119,-89,-12,525,96,-103,-20,525
04/30/23 23:17:38 ,24.92068808,121.09405519,72.14,6564,76552,102400,51200,92,466,81394210,119,-85,-12,-88,-15,3050,298,-88,-17,3050,381,-90,-17,3050,290,-95,-20,3050,103,-93,-20,3050,51,-98,-20,3400,103,-96,-20,3400,119,-91,-13,3400,290,-104,-20,3400,298,-97,-20,3400,10,-97,-20,3400,298,-94,-20,1750,150,-94,-20,1750,119,-84,-11,1750,96,-89,-19,525,119,-80,-10,525,298,-89,-20,525
