Date,GPSLat,GPSLon,GPSSpeed,RxRate,TxRate,DLBandwidth,ULBandwidth,MNC,MCC,CID,PCI,LTE_RSRP,LTE_RSRQ,NR_SSRSRP,NR_SSRSRQ,earfcn,PCI1,LTE_RSRP1,LTE_RSRQ1,earfcn1
04/30/23 23:05:09 ,24.66116747,120.91660278,63.04,10874,21000,27181,0,92,466,105986099,121,-120,-20,-,-,3650,293,-103,-13,3650
04/30/23 23:05:10 ,24.66116747,120.91660278,63.04,0,200,27181,0,92,466,106333195,207,-80,-10,-,-,3650
04/30/23 23:05:11 ,24.66116747,120.91660278,63.04,224,122,27181,0,92,466,106333195,207,-80,-10,-,-,3650
04/30/23 23:05:12 ,24.66116747,120.91660278,63.04,0,0,27181,0,92,466,106333195,207,-76,-11,-,-,3650
04/30/23 23:05:13 ,24.66116747,120.91660278,63.04,0,0,27181,0,92,466,106333195,207,-76,-11,-95,-11,3650
04/30/23 23:05:14 ,24.66116747,120.91660278,63.04,0,5360,27181,0,92,466,106333195,207,-74,-10,-95,-11,3650
04/30/23 23:05:15 ,24.66116747,120.91660278,63.04,0,280,27181,0,92,466,106333195,207,-74,-10,-95,-11,3650
04/30/23 23:05:16 ,24.66116747,120.91660278,63.04,0,160,27181,0,92,466,106333195,207,-75,-10,-93,-11,3650,204,-89,-20,3650
04/30/23 23:05:17 ,24.67584804,120.92628915,60.08,0,120,27181,0,92,466,106333195,207,-75,-10,-93,-11,3650,204,-89,-20,3650
04/30/23 23:05:18 ,24.67649498,120.92684635,61.65,0,0,27181,0,92,466,106333195,207,-91,-12,-82,-11,3650
04/30/23 23:05:19 ,24.67706939,120.9271041,62.78,0,0,27181,0,92,466,106333195,207,-91,-12,-82,-11,3650
04/30/23 23:05:21 ,24.67754081,120.92742014,63.08,0,5240,27181,0,92,466,106333195,207,-72,-9,-82,-11,3650,184,-86,-19,3650
04/30/23 23:05:22 ,24.67803593,120.92774188,62.98,0,280,27181,0,92,466,106333195,207,-72,-9,-87,-12,3650,184,-86,-19,3650
04/30/23 23:05:23 ,24.67852597,120.92807115,63.63,0,120,27181,0,92,466,106333195,207,-93,-17,-,-,3650,256,-89,-15,3650,269,-97,-20,3650
04/30/23 23:05:24 ,24.67902573,120.92840095,63.7,2848,36084,27181,0,92,466,106333195,207,-93,-17,-,-,3650,256,-89,-15,3650,269,-97,-20,3650
04/30/23 23:05:25 ,24.6795152,120.92871635,62.91,2704,56964,27181,0,92,466,105628941,10,-104,-20,-,-,1750,103,-102,-20,1750,256,-99,-18,1750,269,-98,-18,1750,337,-98,-17,1750
