Date,GPSLat,GPSLon,GPSSpeed,RxRate,TxRate,DLBandwidth,ULBandwidth,MNC,MCC,CID,PCI,LTE_RSRP,LTE_RSRQ,NR_SSRSRP,NR_SSRSRQ,earfcn,PCI1,LTE_RSRP1,LTE_RSRQ1,earfcn1
04/21/23 15:10:34 ,-,-,-,0,520,102400,51200,92,466,54613013,13,-90,-14,-105,-12,3650,21,-97,-17,3650,13,-98,-15,1750,21,-101,-19,1750,5,-104,-19,1750,13,-103,-11,3050,21,-109,-18,3050,5,-112,-20,3050
04/21/23 15:10:34 ,-,-,-,0,0,102400,51200,92,466,54613013,13,-90,-14,-105,-12,3650,21,-97,-17,3650,13,-98,-15,1750,21,-101,-19,1750,5,-104,-19,1750,13,-103,-11,3050,21,-109,-18,3050,5,-112,-20,3050
04/21/23 15:10:35 ,-,-,-,0,380,102400,51200,92,466,54613013,13,-90,-14,-103,-11,3650,21,-97,-17,3650,13,-98,-15,1750,21,-101,-19,1750,5,-104,-19,1750,13,-103,-11,3050,21,-109,-18,3050,5,-112,-20,3050
04/21/23 15:10:35 ,-,-,-,0,120,102400,51200,92,466,54613013,13,-90,-14,-103,-11,3650,21,-97,-17,3650,13,-98,-15,1750,21,-101,-19,1750,5,-104,-19,1750,13,-103,-11,3050,21,-109,-18,3050,5,-112,-20,3050
04/21/23 15:10:36 ,-,-,-,226,764,102400,51200,92,466,54613013,13,-89,-12,-103,-11,3650,21,-96,-15,3650,13,-98,-13,1750,21,-105,-18,1750,5,-100,-17,1750,13,-103,-10,3050,21,-114,-19,3050,5,-115,-19,3050
04/21/23 15:10:36 ,-,-,-,0,120,102400,51200,92,466,54613013,13,-89,-12,-103,-11,3650,21,-96,-15,3650,13,-98,-13,1750,21,-105,-18,1750,5,-100,-17,1750,13,-103,-10,3050,21,-114,-19,3050,5,-115,-19,3050
04/21/23 15:10:37 ,-,-,-,0,420,102400,51200,92,466,54613013,13,-89,-12,-103,-11,3650,21,-96,-15,3650,13,-98,-13,1750,21,-105,-18,1750,5,-100,-17,1750,13,-103,-10,3050,21,-114,-19,3050,5,-115,-19,3050
04/21/23 15:10:37 ,-,-,-,0,96,102400,51200,92,466,54613013,13,-89,-12,-103,-11,3650,21,-96,-15,3650,13,-98,-13,1750,21,-105,-18,1750,5,-100,-17,1750,13,-103,-10,3050,21,-114,-19,3050,5,-115,-19,3050
04/21/23 15:10:38 ,-,-,-,0,300,102400,51200,92,466,54613013,13,-89,-12,-106,-12,3650,21,-93,-15,3650,13,-102,-15,1750,13,-103,-12,3050,21,-106,-18,3050,5,-111,-20,3050
04/21/23 15:10:38 ,-,-,-,0,60,102400,51200,92,466,54613013,13,-89,-12,-106,-12,3650,21,-93,-15,3650,13,-102,-15,1750,13,-103,-12,3050,21,-106,-18,3050,5,-111,-20,3050
04/21/23 15:10:39 ,-,-,-,0,80,102400,51200,92,466,54613013,13,-89,-12,-106,-12,3650,21,-93,-15,3650,13,-102,-15,1750,13,-103,-12,3050,21,-106,-18,3050,5,-111,-20,3050
04/21/23 15:10:39 ,-,-,-,0,0,102400,51200,92,466,54613013,13,-89,-12,-106,-12,3650,21,-93,-15,3650,13,-102,-15,1750,13,-103,-12,3050,21,-106,-18,3050,5,-111,-20,3050
