Date,GPSLat,GPSLon,GPSSpeed,RxRate,TxRate,DLBandwidth,ULBandwidth,MNC,MCC,CID,PCI,LTE_RSRP,LTE_RSRQ,NR_SSRSRP,NR_SSRSRQ,earfcn,PCI1,LTE_RSRP1,LTE_RSRQ1,earfcn1
04/30/23 22:44:08 ,24.1125337,120.61601272,0.0,0,11629,102400,51200,92,466,107397143,161,-97,-11,-,-,1750,165,-110,-20,1750,156,-106,-17,1750,72,-109,-20,1750,460,-108,-19,1750,69,-105,-16,1750
04/30/23 22:44:10 ,24.1125337,120.61601272,0.0,0,3100,0,15,92,466,106895138,437,-99,-20,-,-,3050,206,-96,-20,3050,182,-89,-14,3050,180,-95,-20,3050,375,-94,-19,3050
04/30/23 22:44:11 ,24.1125337,120.61601272,0.0,0,73,0,15,92,466,106895138,437,-99,-20,-,-,3050,206,-96,-20,3050,182,-89,-14,3050,180,-95,-20,3050,375,-94,-19,3050
04/30/23 22:44:12 ,24.1125337,120.61601272,0.0,0,336,0,15,92,466,106051616,182,-84,-13,-,-,1400
04/30/23 22:44:13 ,24.1125337,120.61601272,0.0,0,2760,0,15,92,466,106051616,182,-84,-13,-,-,1400
04/30/23 22:44:14 ,24.18110443,120.62811317,62.94,0,809,0,15,92,466,106051616,182,-90,-17,-,-,1400,375,-94,-19,1400,270,-94,-20,1400,206,-92,-19,1400,182,-91,-13,3050,375,-96,-17,3050,182,-94,-15,1750,375,-98,-18,1750
04/30/23 22:44:15 ,24.18110443,120.62811317,62.94,0,353,0,15,92,466,106051616,182,-90,-17,-,-,1400,375,-94,-19,1400,270,-94,-20,1400,206,-92,-19,1400,182,-91,-13,3050,375,-96,-17,3050,182,-94,-15,1750,375,-98,-18,1750
04/30/23 22:44:16 ,24.18110443,120.62811317,62.94,0,233,0,15,92,466,106051618,182,-107,-20,-,-,3050,375,-96,-17,3050,300,-99,-20,3050,226,-99,-20,3050,381,-100,-17,3750,382,-100,-16,3750,182,-94,-20,1750,375,-92,-17,1750,375,-104,-20,3400
04/30/23 22:44:17 ,24.18110443,120.62811317,62.94,0,140,0,15,92,466,106051618,182,-107,-20,-,-,3050,375,-96,-17,3050,300,-99,-20,3050,226,-99,-20,3050,381,-100,-17,3750,382,-100,-16,3750,182,-94,-20,1750,375,-92,-17,1750,375,-104,-20,3400
04/30/23 22:44:18 ,24.18110443,120.62811317,62.94,0,93,0,15,92,466,105896768,375,-95,-16,-,-,3050,182,-97,-20,3050,190,-97,-18,3050,191,-99,-20,3050,182,-94,-20,1750,375,-92,-17,1750,375,-104,-20,3400
04/30/23 22:44:19 ,24.18426566,120.62925436,62.46,0,2876,0,15,92,466,105896768,375,-95,-16,-,-,3050,182,-97,-20,3050,190,-97,-18,3050,191,-99,-20,3050,182,-94,-20,1750,375,-92,-17,1750,375,-104,-20,3400
04/30/23 22:44:20 ,24.1848043,120.6294491,62.58,0,0,0,15,92,466,105896768,375,-87,-13,-,-,3050,182,-95,-20,3050,191,-95,-20,3050,190,-98,-19,3050,182,-94,-20,1750,375,-92,-17,1750,375,-104,-20,3400
04/30/23 22:44:21 ,24.18533992,120.62965108,62.66,3013,6944,0,15,92,466,105896768,375,-87,-13,-,-,3050,182,-95,-20,3050,191,-95,-20,3050,190,-98,-19,3050,182,-94,-20,1750,375,-92,-17,1750,375,-104,-20,3400
04/30/23 22:44:23 ,24.18587104,120.62984485,63.01,21980,3914,0,15,92,466,105896768,375,-92,-16,-,-,3050,182,-95,-20,3050,191,-95,-20,3050,190,-95,-19,3050,19,-94,-19,3050,226,-95,-20,3050
04/30/23 22:44:24 ,24.18640876,120.63003523,63.09,0,72,0,15,92,466,105896768,375,-92,-16,-,-,3050,182,-95,-20,3050,191,-95,-20,3050,190,-95,-19,3050,19,-94,-19,3050,226,-95,-20,3050
04/30/23 22:44:25 ,24.18695195,120.63022968,63.27,72,223,0,15,92,466,105896768,375,-94,-19,-82,-13,3050,226,-95,-20,3050,19,-92,-18,3050,227,-93,-18,3050,171,-94,-19,3050,375,-93,-16,1750,190,-96,-20,1750,238,-94,-19,1750,173,-95,-20,1750,171,-96,-20,1750,78,-96,-19,1750,300,-99,-20,1750,18,-93,-19,1750,375,-96,-18,3400,189,-96,-20,3400,226,-96,-20,3400,384,-96,-20,3400,201,-95,-20,3400,375,-89,-14,1400,190,-93,-19,1400,100,-95,-20,1400,238,-94,-20,1400,300,-96,-20,1400,226,-95,-20,1400
04/30/23 22:44:26 ,24.18749969,120.6304247,63.33,0,0,0,15,92,466,105896768,375,-94,-19,-82,-13,3050,226,-95,-20,3050,19,-92,-18,3050,227,-93,-18,3050,171,-94,-19,3050,375,-93,-16,1750,190,-96,-20,1750,238,-94,-19,1750,173,-95,-20,1750,171,-96,-20,1750,78,-96,-19,1750,300,-99,-20,1750,18,-93,-19,1750,375,-96,-18,3400,189,-96,-20,3400,226,-96,-20,3400,384,-96,-20,3400,201,-95,-20,3400,375,-89,-14,1400,190,-93,-19,1400,100,-95,-20,1400,238,-94,-20,1400,300,-96,-20,1400,226,-95,-20,1400
04/30/23 22:44:27 ,24.18859235,120.63080745,63.55,0,0,0,15,92,466,106864920,19,-90,-19,-82,-12,3050,375,-92,-18,3050,226,-93,-20,3050,227,-88,-15,3050
