Date,GPSLat,GPSLon,GPSSpeed,RxRate,TxRate,DLBandwidth,ULBandwidth,MNC,MCC,CID,PCI,LTE_RSRP,LTE_RSRQ,NR_SSRSRP,NR_SSRSRQ,earfcn,PCI1,LTE_RSRP1,LTE_RSRQ1,earfcn1
08/09/22 11:56:50 ,-,-,-,0,0,-,-,97,466,27196047,53,-84,-10,-,-,275
08/09/22 11:56:51 ,-,-,-,0,0,-,-,97,466,27196047,53,-84,-12,-,-,275
